original_trace_values,,,,,Simulation_recorded_values,,
start_time,lifespan,cores,jobid,sim_start_time,actual_cores_allocated,sim_end_time,sim_lifespan,actual_cores_released
31690,565,2,45723_1,0,31690,2,32255,565,2
31692,563,2,45726_2,0,31692,2,32255,563,2
31692,563,2,45726_3,0,31692,2,32255,563,2
31694,561,2,45729_1,0,31694,2,32255,561,2
31694,561,2,45729_3,0,31694,2,32255,561,2
31694,561,2,45731_3,0,31694,2,32255,561,2
31694,562,2,45729_4,0,31694,2,32256,562,2
31695,561,2,45731_4,0,31695,2,32256,561,2
31694,564,2,45731_1,0,31694,2,32258,564,2
31696,562,2,45731_2,0,31696,2,32258,562,2
31696,562,2,45734_2,0,31696,2,32258,562,2
31696,562,2,45734_3,0,31696,2,32258,562,2
31696,562,2,45734_4,0,31696,2,32258,562,2
31696,562,2,45737_1,0,31696,2,32258,562,2
31697,561,2,45737_2,0,31697,2,32258,561,2
31695,564,2,45729_2,0,31695,2,32259,564,2
31696,563,2,45734_1,0,31696,2,32259,563,2
31697,562,2,45737_3,0,31697,2,32259,562,2
31698,561,2,45739_4,0,31698,2,32259,561,2
31697,563,2,45737_4,0,31697,2,32260,563,2
31697,565,2,45739_1,0,31697,2,32262,565,2
31720,573,2,45750_2,0,31720,2,32293,573,2
31720,574,2,45750_1,0,31720,2,32294,574,2
31550,862,2,45457_1,0,31550,2,32412,862,2
27714,4724,2,41526_1,0,27714,2,32438,4724,2
31901,540,2,45934_4,0,31901,2,32441,540,2
31905,536,2,45937_3,0,31905,2,32441,536,2
31901,541,2,45934_2,0,31901,2,32442,541,2
31901,541,2,45934_3,0,31901,2,32442,541,2
31905,537,2,45937_1,0,31905,2,32442,537,2
31907,536,2,45939_1,0,31907,2,32443,536,2
31907,536,2,45939_2,0,31907,2,32443,536,2
31908,535,2,45942_3,0,31908,2,32443,535,2
31904,540,2,45934_1,0,31904,2,32444,540,2
31904,540,2,45937_2,0,31904,2,32444,540,2
31906,538,2,45937_4,0,31906,2,32444,538,2
31906,538,2,45939_3,0,31906,2,32444,538,2
31908,536,2,45942_4,0,31908,2,32444,536,2
31908,537,2,45939_4,0,31908,2,32445,537,2
31907,540,2,45942_1,0,31907,2,32447,540,2
31910,537,2,45945_2,0,31910,2,32447,537,2
31910,538,2,45945_3,0,31910,2,32448,538,2
31912,536,2,45945_4,0,31912,2,32448,536,2
31907,542,2,45950_3,0,31907,2,32449,542,2
31912,537,2,45947_1,0,31912,2,32449,537,2
31908,542,2,45942_2,0,31908,2,32450,542,2
31913,537,2,45947_4,0,31913,2,32450,537,2
31912,539,2,45947_2,0,31912,2,32451,539,2
31913,538,2,45950_1,0,31913,2,32451,538,2
31915,538,2,45950_4,0,31915,2,32453,538,2
31912,542,2,45945_1,0,31912,2,32454,542,2
31915,540,2,45950_2,0,31915,2,32455,540,2
31918,546,2,45947_3,0,31918,2,32464,546,2
31705,822,2,45742_1,0,31705,2,32527,822,2
31878,669,2,45924_2,0,31878,2,32547,669,2
31879,668,2,45924_1,0,31879,2,32547,668,2
31879,668,2,45924_3,0,31879,2,32547,668,2
32265,311,2,46347_1,0,32265,2,32576,311,2
32034,587,2,46115_2,0,32034,2,32621,587,2
32033,589,2,46115_1,0,32033,2,32622,589,2
29603,3060,2,43301_1,0,29603,2,32663,3060,2
32172,575,2,46274_1,0,32172,2,32747,575,2
32082,673,2,46197_1,0,32082,2,32755,673,2
32243,587,2,46331_1,0,32243,2,32830,587,2
32268,563,2,46357_1,0,32268,2,32831,563,2
27723,5146,2,41569_1,0,27723,2,32869,5146,2
31398,1481,2,45293_4,0,31398,2,32879,1481,2
32315,566,2,46395_1,0,32315,2,32881,566,2
32315,566,2,46395_2,0,32315,2,32881,566,2
32315,568,2,46392_1,0,32315,2,32883,568,2
32315,568,2,46392_3,0,32315,2,32883,568,2
32316,567,2,46392_4,0,32316,2,32883,567,2
32316,567,2,46395_4,0,32316,2,32883,567,2
31406,1481,2,45293_1,0,31406,2,32887,1481,2
31406,1481,2,45293_2,0,31406,2,32887,1481,2
31406,1481,2,45293_3,0,31406,2,32887,1481,2
32323,567,2,46397_4,0,32323,2,32890,567,2
32320,571,2,46395_3,0,32320,2,32891,571,2
32314,578,2,46392_2,0,32314,2,32892,578,2
32095,798,2,46208_1,0,32095,2,32893,798,2
32320,573,2,46397_1,0,32320,2,32893,573,2
32320,574,2,46397_2,0,32320,2,32894,574,2
32095,803,2,46208_2,0,32095,2,32898,803,2
32327,574,2,46397_3,0,32327,2,32901,574,2
31883,1022,2,45928_1,0,31883,2,32905,1022,2
31884,1022,2,45928_3,0,31884,2,32906,1022,2
31877,1036,2,45928_2,0,31877,2,32913,1036,2
32354,572,2,46447_1,0,32354,2,32926,572,2
32264,724,2,46344_1,0,32264,2,32988,724,2
32492,502,2,46594_1,0,32492,2,32994,502,2
32494,506,2,46594_4,0,32494,2,33000,506,2
32499,504,2,46599_1,0,32499,2,33003,504,2
32503,502,2,46596_1,0,32503,2,33005,502,2
32501,507,2,46594_3,0,32501,2,33008,507,2
32502,506,2,46594_2,0,32502,2,33008,506,2
32504,504,2,46596_2,0,32504,2,33008,504,2
32506,502,2,46596_4,0,32506,2,33008,502,2
32506,502,2,46599_2,0,32506,2,33008,502,2
32506,502,2,46599_3,0,32506,2,33008,502,2
32506,504,2,46596_3,0,32506,2,33010,504,2
32510,502,2,46599_4,0,32510,2,33012,502,2
32513,499,2,46602_1,0,32513,2,33012,499,2
32513,499,2,46602_3,0,32513,2,33012,499,2
32514,500,2,46602_2,0,32514,2,33014,500,2
32520,498,2,46604_1,0,32520,2,33018,498,2
32520,498,2,46604_3,0,32520,2,33018,498,2
32520,498,2,46604_4,0,32520,2,33018,498,2
32521,497,2,46604_2,0,32521,2,33018,497,2
32517,504,2,46602_4,0,32517,2,33021,504,2
32818,229,2,46949_2,0,32818,2,33047,229,2
32819,233,2,46949_3,0,32819,2,33052,233,2
32824,229,2,46949_1,0,32824,2,33053,229,2
31981,1086,2,46019_2,0,31981,2,33067,1086,2
31988,1086,2,46019_1,0,31988,2,33074,1086,2
27714,5364,2,41529_1,0,27714,2,33078,5364,2
27719,5359,2,41547_1,0,27719,2,33078,5359,2
32332,746,2,46427_1,0,32332,2,33078,746,2
32333,745,2,46427_2,0,32333,2,33078,745,2
31991,1090,2,46019_3,0,31991,2,33081,1090,2
32565,529,2,46635_1,0,32565,2,33094,529,2
32564,535,2,46635_2,0,32564,2,33099,535,2
31877,1239,2,45921_2,0,31877,2,33116,1239,2
31879,1242,2,45921_1,0,31879,2,33121,1242,2
31879,1242,2,45921_3,0,31879,2,33121,1242,2
32819,319,2,46952_1,0,32819,2,33138,319,2
32814,326,2,46952_2,0,32814,2,33140,326,2
32824,328,2,46952_3,0,32824,2,33152,328,2
32401,760,2,46521_1,0,32401,2,33161,760,2
32401,760,2,46521_2,0,32401,2,33161,760,2
32792,376,2,46930_2,0,32792,2,33168,376,2
32798,374,2,46930_1,0,32798,2,33172,374,2
32801,384,2,46930_3,0,32801,2,33185,384,2
32798,391,2,46927_1,0,32798,2,33189,391,2
32401,791,2,46518_1,0,32401,2,33192,791,2
32242,962,2,46329_1,0,32242,2,33204,962,2
32774,444,2,46884_1,0,32774,2,33218,444,2
31981,1247,2,46016_1,0,31981,2,33228,1247,2
31980,1252,2,46016_2,0,31980,2,33232,1252,2
31980,1253,2,46016_3,0,31980,2,33233,1253,2
32465,798,2,46574_2,0,32465,2,33263,798,2
32466,798,2,46574_3,0,32466,2,33264,798,2
32466,799,2,46574_1,0,32466,2,33265,799,2
32716,562,2,46826_1,0,32716,2,33278,562,2
32713,571,2,46826_2,0,32713,2,33284,571,2
32969,363,2,47141_1,0,32969,2,33332,363,2
32969,365,2,47141_2,0,32969,2,33334,365,2
32972,365,2,47141_3,0,32972,2,33337,365,2
27724,5653,2,41563_1,0,27724,2,33377,5653,2
33065,313,2,47225_1,0,33065,2,33378,313,2
33066,312,2,47225_2,0,33066,2,33378,312,2
33066,312,2,47225_3,0,33066,2,33378,312,2
31553,1832,2,45443_1,0,31553,2,33385,1832,2
31890,1495,2,45931_1,0,31890,2,33385,1495,2
31892,1493,2,45931_2,0,31892,2,33385,1493,2
31892,1493,2,45931_3,0,31892,2,33385,1493,2
32798,632,2,46913_1,0,32798,2,33430,632,2
32817,619,2,46946_1,0,32817,2,33436,619,2
32800,640,2,46913_2,0,32800,2,33440,640,2
27714,5741,2,41531_1,0,27714,2,33455,5741,2
33168,323,2,47413_1,0,33168,2,33491,323,2
32650,845,2,46748_1,0,32650,2,33495,845,2
32652,848,2,46748_2,0,32652,2,33500,848,2
31553,1985,2,45448_1,0,31553,2,33538,1985,2
31553,1985,2,45448_2,0,31553,2,33538,1985,2
31553,1985,2,45448_3,0,31553,2,33538,1985,2
31553,1985,2,45448_4,0,31553,2,33538,1985,2
32433,1105,2,46546_1,0,32433,2,33538,1105,2
28590,4951,2,42434_1,0,28590,2,33541,4951,2
28592,4951,2,42434_2,0,28592,2,33543,4951,2
28592,4951,2,42434_4,0,28592,2,33543,4951,2
32435,1108,2,46546_2,0,32435,2,33543,1108,2
28596,4959,2,42434_3,0,28596,2,33555,4959,2
33071,489,2,47255_1,0,33071,2,33560,489,2
33124,454,2,47354_1,0,33124,2,33578,454,2
27720,5868,2,41537_1,0,27720,2,33588,5868,2
33237,386,2,47482_1,0,33237,2,33623,386,2
29201,4424,2,42838_2,0,29201,2,33625,4424,2
29201,4424,2,42838_3,0,29201,2,33625,4424,2
29201,4424,2,42838_4,0,29201,2,33625,4424,2
29202,4423,2,42838_1,0,29202,2,33625,4423,2
33183,501,2,47444_1,0,33183,2,33684,501,2
33199,538,2,47471_1,0,33199,2,33737,538,2
33116,657,2,47342_1,0,33116,2,33773,657,2
33306,473,2,47551_1,0,33306,2,33779,473,2
33306,474,2,47551_2,0,33306,2,33780,474,2
33441,395,2,47697_1,0,33441,2,33836,395,2
32919,991,2,47126_1,0,32919,2,33910,991,2
32919,992,2,47126_2,0,32919,2,33911,992,2
33487,427,2,47756_1,0,33487,2,33914,427,2
33529,436,2,47780_1,0,33529,2,33965,436,2
33529,436,2,47780_2,0,33529,2,33965,436,2
33529,436,2,47780_3,0,33529,2,33965,436,2
33529,436,2,47780_4,0,33529,2,33965,436,2
33526,444,2,47777_1,0,33526,2,33970,444,2
33193,787,2,47448_1,0,33193,2,33980,787,2
33647,357,2,47906_1,0,33647,2,34004,357,2
33587,418,2,47835_1,0,33587,2,34005,418,2
33353,693,2,47576_1,0,33353,2,34046,693,2
33306,749,2,47553_1,0,33306,2,34055,749,2
33374,760,2,47598_1,0,33374,2,34134,760,2
33374,760,2,47598_2,0,33374,2,34134,760,2
33775,426,2,48120_1,0,33775,2,34201,426,2
33681,643,2,47923_1,0,33681,2,34324,643,2
33681,643,2,47923_2,0,33681,2,34324,643,2
33846,492,2,48241_1,0,33846,2,34338,492,2
27720,6635,2,41550_1,0,27720,2,34355,6635,2
33828,574,2,48217_1,0,33828,2,34402,574,2
27713,6720,2,41542_1,0,27713,2,34433,6720,2
33719,787,2,47993_1,0,33719,2,34506,787,2
34131,397,2,48532_1,0,34131,2,34528,397,2
33879,652,2,48260_1,0,33879,2,34531,652,2
33879,652,2,48260_2,0,33879,2,34531,652,2
33879,652,2,48260_3,0,33879,2,34531,652,2
33879,652,2,48260_4,0,33879,2,34531,652,2
33879,652,2,48262_1,0,33879,2,34531,652,2
33879,652,2,48262_2,0,33879,2,34531,652,2
33879,652,2,48262_3,0,33879,2,34531,652,2
33879,652,2,48262_4,0,33879,2,34531,652,2
33882,652,2,48265_1,0,33882,2,34534,652,2
33882,652,2,48265_2,0,33882,2,34534,652,2
33882,652,2,48265_3,0,33882,2,34534,652,2
33882,652,2,48265_4,0,33882,2,34534,652,2
33961,580,2,48350_1,0,33961,2,34541,580,2
33961,580,2,48350_2,0,33961,2,34541,580,2
34147,448,2,48580_1,0,34147,2,34595,448,2
33818,790,2,48166_1,0,33818,2,34608,790,2
27720,6901,2,41553_1,0,27720,2,34621,6901,2
27717,6914,2,41539_1,0,27717,2,34631,6914,2
33719,982,2,47975_1,0,33719,2,34701,982,2
33719,982,2,47975_2,0,33719,2,34701,982,2
33646,1059,2,47891_1,0,33646,2,34705,1059,2
33646,1059,2,47891_2,0,33646,2,34705,1059,2
34271,449,2,48848_1,0,34271,2,34720,449,2
34336,407,2,48916_1,0,34336,2,34743,407,2
34202,570,2,48654_1,0,34202,2,34772,570,2
34369,412,2,48953_1,0,34369,2,34781,412,2
34332,454,2,48903_1,0,34332,2,34786,454,2
34393,401,2,48966_2,0,34393,2,34794,401,2
34384,413,2,48953_2,0,34384,2,34797,413,2
34393,416,2,48966_1,0,34393,2,34809,416,2
27720,7097,2,41555_1,0,27720,2,34817,7097,2
33971,852,2,48354_1,0,33971,2,34823,852,2
33971,852,2,48354_2,0,33971,2,34823,852,2
34347,487,2,48936_1,0,34347,2,34834,487,2
34271,567,2,48850_1,0,34271,2,34838,567,2
34348,492,2,48936_2,0,34348,2,34840,492,2
34084,769,2,48465_1,0,34084,2,34853,769,2
33314,1545,2,47558_1,0,33314,2,34859,1545,2
33314,1545,2,47558_2,0,33314,2,34859,1545,2
33314,1545,2,47558_3,0,33314,2,34859,1545,2
33314,1545,2,47558_4,0,33314,2,34859,1545,2
34443,421,2,49055_1,0,34443,2,34864,421,2
34335,530,2,48934_1,0,34335,2,34865,530,2
33572,1295,2,47831_1,0,33572,2,34867,1295,2
33572,1295,2,47831_2,0,33572,2,34867,1295,2
33572,1296,2,47831_3,0,33572,2,34868,1296,2
34357,515,2,48939_1,0,34357,2,34872,515,2
34357,515,2,48939_2,0,34357,2,34872,515,2
34452,420,2,49055_2,0,34452,2,34872,420,2
34344,531,2,48934_2,0,34344,2,34875,531,2
34483,398,2,49145_1,0,34483,2,34881,398,2
34369,513,2,48948_1,0,34369,2,34882,513,2
34478,406,2,49145_2,0,34478,2,34884,406,2
32431,2457,2,46544_1,0,32431,2,34888,2457,2
27724,7165,2,41566_1,0,27724,2,34889,7165,2
34369,520,2,48948_2,0,34369,2,34889,520,2
32433,2457,2,46544_3,0,32433,2,34890,2457,2
32433,2457,2,46544_4,0,32433,2,34890,2457,2
32433,2461,2,46544_2,0,32433,2,34894,2461,2
34393,504,2,48969_1,0,34393,2,34897,504,2
34393,504,2,48969_2,0,34393,2,34897,504,2
33845,1053,2,48239_1,0,33845,2,34898,1053,2
33845,1054,2,48239_3,0,33845,2,34899,1054,2
33846,1053,2,48239_2,0,33846,2,34899,1053,2
34384,532,2,48956_1,0,34384,2,34916,532,2
34386,534,2,48956_2,0,34386,2,34920,534,2
34456,477,2,49060_2,0,34456,2,34933,477,2
34402,536,2,48980_1,0,34402,2,34938,536,2
34402,536,2,48980_2,0,34402,2,34938,536,2
34458,485,2,49060_1,0,34458,2,34943,485,2
34392,568,2,48964_1,0,34392,2,34960,568,2
34404,565,2,48982_1,0,34404,2,34969,565,2
34223,750,2,48750_1,0,34223,2,34973,750,2
34393,580,2,48964_2,0,34393,2,34973,580,2
34407,568,2,48982_2,0,34407,2,34975,568,2
34384,596,2,48958_1,0,34384,2,34980,596,2
34384,596,2,48958_2,0,34384,2,34980,596,2
33486,1504,2,47754_1,0,33486,2,34990,1504,2
34189,808,2,48643_1,0,34189,2,34997,808,2
34201,797,2,48651_1,0,34201,2,34998,797,2
34437,566,2,49058_1,0,34437,2,35003,566,2
34240,770,2,48769_1,0,34240,2,35010,770,2
34237,775,2,48763_1,0,34237,2,35012,775,2
34449,565,2,49058_2,0,34449,2,35014,565,2
34200,816,2,48649_1,0,34200,2,35016,816,2
34242,786,2,48793_1,0,34242,2,35028,786,2
34395,635,2,48972_1,0,34395,2,35030,635,2
34388,643,2,48972_2,0,34388,2,35031,643,2
34297,736,2,48859_1,0,34297,2,35033,736,2
34244,791,2,48798_1,0,34244,2,35035,791,2
34220,824,2,48739_1,0,34220,2,35044,824,2
34259,787,2,48819_1,0,34259,2,35046,787,2
34219,829,2,48723_1,0,34219,2,35048,829,2
34387,661,2,48974_2,0,34387,2,35048,661,2
34266,784,2,48830_1,0,34266,2,35050,784,2
34206,846,2,48662_1,0,34206,2,35052,846,2
34218,834,2,48713_1,0,34218,2,35052,834,2
34240,812,2,48782_1,0,34240,2,35052,812,2
34395,657,2,48974_1,0,34395,2,35052,657,2
34207,846,2,48667_1,0,34207,2,35053,846,2
34223,831,2,48747_1,0,34223,2,35054,831,2
34189,867,2,48641_1,0,34189,2,35056,867,2
34207,851,2,48670_1,0,34207,2,35058,851,2
34210,848,2,48681_1,0,34210,2,35058,848,2
34189,871,2,48635_1,0,34189,2,35060,871,2
34241,822,2,48787_1,0,34241,2,35063,822,2
34240,824,2,48771_1,0,34240,2,35064,824,2
34219,846,2,48731_1,0,34219,2,35065,846,2
34219,847,2,48718_1,0,34219,2,35066,847,2
34197,870,2,48646_1,0,34197,2,35067,870,2
34488,581,2,49148_1,0,34488,2,35069,581,2
34198,876,2,48627_1,0,34198,2,35074,876,2
34203,872,2,48691_1,0,34203,2,35075,872,2
34237,840,2,48801_1,0,34237,2,35077,840,2
34494,583,2,49148_2,0,34494,2,35077,583,2
34508,571,2,49153_1,0,34508,2,35079,571,2
34848,233,2,49712_1,0,34848,2,35081,233,2
34244,838,2,48795_1,0,34244,2,35082,838,2
34197,887,2,48630_1,0,34197,2,35084,887,2
34252,833,2,48825_1,0,34252,2,35085,833,2
34207,881,2,48675_1,0,34207,2,35088,881,2
34219,873,2,48734_1,0,34219,2,35092,873,2
27724,7369,2,41561_1,0,27724,2,35093,7369,2
34221,872,2,48742_1,0,34221,2,35093,872,2
34221,872,2,48745_1,0,34221,2,35093,872,2
34219,876,2,48729_1,0,34219,2,35095,876,2
34238,858,2,48766_1,0,34238,2,35096,858,2
34242,855,2,48790_1,0,34242,2,35097,855,2
34198,900,2,48659_1,0,34198,2,35098,900,2
34240,859,2,48777_1,0,34240,2,35099,859,2
34207,895,2,48678_1,0,34207,2,35102,895,2
34335,775,2,48905_1,0,34335,2,35110,775,2
34259,855,2,48822_1,0,34259,2,35114,855,2
34255,864,2,48814_1,0,34255,2,35119,864,2
34216,906,2,48697_1,0,34216,2,35122,906,2
33882,1241,2,48271_4,0,33882,2,35123,1241,2
34207,918,2,48705_1,0,34207,2,35125,918,2
33890,1239,2,48271_1,0,33890,2,35129,1239,2
34630,499,2,49356_1,0,34630,2,35129,499,2
33890,1240,2,48271_2,0,33890,2,35130,1240,2
34388,742,2,48977_1,0,34388,2,35130,742,2
34396,735,2,48977_2,0,34396,2,35131,735,2
33891,1241,2,48271_3,0,33891,2,35132,1241,2
34335,798,2,48908_1,0,34335,2,35133,798,2
34612,525,2,49319_1,0,34612,2,35137,525,2
34206,933,2,48665_1,0,34206,2,35139,933,2
34215,930,2,48702_1,0,34215,2,35145,930,2
34240,908,2,48785_1,0,34240,2,35148,908,2
34211,941,2,48686_1,0,34211,2,35152,941,2
34215,938,2,48699_1,0,34215,2,35153,938,2
34240,913,2,48779_1,0,34240,2,35153,913,2
34626,527,2,49351_1,0,34626,2,35153,527,2
34215,939,2,48710_1,0,34215,2,35154,939,2
34472,682,2,49132_2,0,34472,2,35154,682,2
34317,840,2,48870_1,0,34317,2,35157,840,2
34314,844,2,48865_1,0,34314,2,35158,844,2
34472,691,2,49132_1,0,34472,2,35163,691,2
34589,577,2,49252_1,0,34589,2,35166,577,2
34211,956,2,48689_1,0,34211,2,35167,956,2
34335,835,2,48911_1,0,34335,2,35170,835,2
34611,560,2,49322_1,0,34611,2,35171,560,2
34465,708,2,49080_1,0,34465,2,35173,708,2
34384,790,2,48961_1,0,34384,2,35174,790,2
34385,789,2,48961_2,0,34385,2,35174,789,2
34240,938,2,48774_1,0,34240,2,35178,938,2
34220,965,2,48726_1,0,34220,2,35185,965,2
34622,563,2,49331_1,0,34622,2,35185,563,2
34190,996,2,48633_1,0,34190,2,35186,996,2
34218,968,2,48721_1,0,34218,2,35186,968,2
34245,942,2,48803_1,0,34245,2,35187,942,2
34282,905,2,48853_1,0,34282,2,35187,905,2
34211,979,2,48683_1,0,34211,2,35190,979,2
34219,972,2,48715_1,0,34219,2,35191,972,2
34206,986,2,48657_1,0,34206,2,35192,986,2
34624,579,2,49333_1,0,34624,2,35203,579,2
34254,958,2,48811_1,0,34254,2,35212,958,2
34335,878,2,48913_1,0,34335,2,35213,878,2
34207,1007,2,48673_1,0,34207,2,35214,1007,2
34224,990,2,48753_1,0,34224,2,35214,990,2
34190,1034,2,48638_1,0,34190,2,35224,1034,2
34267,960,2,48833_1,0,34267,2,35227,960,2
34219,1011,2,48737_1,0,34219,2,35230,1011,2
34778,416,2,49649_1,0,34817,2,35233,416,2
34462,778,2,49063_1,0,34462,2,35240,778,2
34300,941,2,48861_1,0,34300,2,35241,941,2
34245,1000,2,48806_1,0,34245,2,35245,1000,2
34464,782,2,49063_2,0,34464,2,35246,782,2
34314,936,2,48868_1,0,34314,2,35250,936,2
34891,363,2,49770_1,0,34891,2,35254,363,2
34214,1050,2,48694_1,0,34214,2,35264,1050,2
34603,661,2,49324_1,0,34603,2,35264,661,2
34700,545,2,49421_1,0,34720,2,35265,545,2
34896,371,2,49770_2,0,34896,2,35267,371,2
34709,493,2,49433_1,0,34781,2,35274,493,2
34554,722,2,49204_1,0,34554,2,35276,722,2
34317,960,2,48873_1,0,34317,2,35277,960,2
33992,1286,2,48360_2,0,33992,2,35278,1286,2
33992,1287,2,48360_1,0,33992,2,35279,1287,2
33992,1287,2,48360_3,0,33992,2,35279,1287,2
34546,734,2,49204_2,0,34546,2,35280,734,2
34571,712,2,49227_2,0,34571,2,35283,712,2
34215,1069,2,48707_1,0,34215,2,35284,1069,2
34571,713,2,49227_1,0,34571,2,35284,713,2
35094,192,2,49872_1,0,35094,2,35286,192,2
35089,198,2,49872_3,0,35089,2,35287,198,2
35094,193,2,49872_2,0,35094,2,35287,193,2
35096,191,2,49877_3,0,35096,2,35287,191,2
35096,192,2,49872_4,0,35096,2,35288,192,2
35096,192,2,49877_1,0,35096,2,35288,192,2
35097,192,2,49882_2,0,35097,2,35289,192,2
35088,204,2,49877_4,0,35088,2,35292,204,2
35088,205,2,49882_1,0,35088,2,35293,205,2
35097,200,2,49877_2,0,35097,2,35297,200,2
35098,207,2,49882_3,0,35098,2,35305,207,2
35100,209,2,49882_4,0,35100,2,35309,209,2
34504,810,2,49150_1,0,34504,2,35314,810,2
34875,442,2,49762_1,0,34875,2,35317,442,2
34324,1003,2,48895_1,0,34324,2,35327,1003,2
34880,448,2,49762_2,0,34880,2,35328,448,2
34633,709,2,49359_1,0,34633,2,35342,709,2
34711,601,2,49423_1,0,34743,2,35344,601,2
34806,530,2,49677_1,0,34823,2,35353,530,2
34816,531,2,49677_2,0,34823,2,35354,531,2
34253,1113,2,48809_1,0,34253,2,35366,1113,2
34613,758,2,49327_1,0,34613,2,35371,758,2
34335,1037,2,48897_1,0,34335,2,35372,1037,2
34625,749,2,49354_1,0,34625,2,35374,749,2
34649,738,2,49379_1,0,34649,2,35387,738,2
33978,1429,2,48358_1,0,33978,2,35407,1429,2
35239,189,2,50010_1,0,35239,2,35428,189,2
35025,414,2,49812_2,0,35025,2,35439,414,2
34664,780,2,49384_1,0,34664,2,35444,780,2
35189,256,2,49950_1,0,35189,2,35445,256,2
33855,1596,2,48250_1,0,33855,2,35451,1596,2
35031,420,2,49812_1,0,35031,2,35451,420,2
35249,204,2,50035_1,0,35249,2,35453,204,2
35273,186,2,50109_1,0,35273,2,35459,186,2
35000,461,2,49810_1,0,35000,2,35461,461,2
34719,671,2,49497_1,0,34794,2,35465,671,2
35263,208,2,50072_1,0,35263,2,35471,208,2
35001,471,2,49810_2,0,35001,2,35472,471,2
35065,412,2,49841_1,0,35065,2,35477,412,2
34973,505,2,49804_2,0,34973,2,35478,505,2
34254,1232,2,48817_1,0,34254,2,35486,1232,2
34976,515,2,49804_1,0,34976,2,35491,515,2
34708,722,2,49435_1,0,34786,2,35508,722,2
35050,463,2,49815_2,0,35050,2,35513,463,2
35052,462,2,49815_1,0,35052,2,35514,462,2
35263,263,2,50077_1,0,35263,2,35526,263,2
35054,473,2,49818_1,0,35054,2,35527,473,2
35311,216,2,50156_1,0,35311,2,35527,216,2
35059,473,2,49818_2,0,35059,2,35532,473,2
35240,295,2,50017_1,0,35240,2,35535,295,2
34700,768,2,49426_1,0,34772,2,35540,768,2
35226,324,2,50005_1,0,35226,2,35550,324,2
35240,323,2,50019_1,0,35240,2,35563,323,2
34791,784,2,49646_1,0,34797,2,35581,784,2
35065,517,2,49843_1,0,35065,2,35582,517,2
34042,1547,2,48447_1,0,34042,2,35589,1547,2
35239,351,2,50022_1,0,35239,2,35590,351,2
34791,784,2,49646_2,0,34809,2,35593,784,2
35264,341,2,50080_1,0,35264,2,35605,341,2
35263,358,2,50082_1,0,35263,2,35621,358,2
35091,539,2,49864_1,0,35091,2,35630,539,2
33079,2556,2,47253_1,0,33079,2,35635,2556,2
33079,2556,2,47253_2,0,33079,2,35635,2556,2
33079,2556,2,47253_3,0,33079,2,35635,2556,2
35059,583,2,49820_1,0,35059,2,35642,583,2
35063,585,2,49820_2,0,35063,2,35648,585,2
35065,586,2,49846_1,0,35065,2,35651,586,2
34332,1324,2,48900_1,0,34332,2,35656,1324,2
35091,573,2,49866_1,0,35091,2,35664,573,2
35345,333,2,50173_1,0,35345,2,35678,333,2
35443,278,2,50428_1,0,35443,2,35721,278,2
33817,1908,2,48164_1,0,33817,2,35725,1908,2
35443,289,2,50425_1,0,35443,2,35732,289,2
35443,289,2,50425_3,0,35443,2,35732,289,2
35444,288,2,50425_4,0,35444,2,35732,288,2
35460,274,2,50477_2,0,35460,2,35734,274,2
35469,268,2,50477_3,0,35469,2,35737,268,2
35470,267,2,50477_1,0,35470,2,35737,267,2
35471,266,2,50477_4,0,35471,2,35737,266,2
35471,268,2,50482_1,0,35471,2,35739,268,2
35473,266,2,50482_4,0,35473,2,35739,266,2
35473,267,2,50482_3,0,35473,2,35740,267,2
35473,268,2,50482_2,0,35473,2,35741,268,2
35475,266,2,50487_3,0,35475,2,35741,266,2
35473,269,2,50487_1,0,35473,2,35742,269,2
35476,266,2,50487_2,0,35476,2,35742,266,2
35443,300,2,50425_2,0,35443,2,35743,300,2
35475,271,2,50487_4,0,35475,2,35746,271,2
34660,1103,2,49387_1,0,34660,2,35763,1103,2
34667,1199,2,49390_1,0,34667,2,35866,1199,2
35514,419,2,50523_1,0,35514,2,35933,419,2
35060,889,2,49823_2,0,35060,2,35949,889,2
35059,901,2,49823_1,0,35059,2,35960,901,2
34974,993,2,49807_1,0,34974,2,35967,993,2
33882,2100,2,48269_3,0,33882,2,35982,2100,2
33889,2101,2,48269_1,0,33889,2,35990,2101,2
33889,2101,2,48269_2,0,33889,2,35990,2101,2
10995,25005,2,14214_1,0,10995,2,36000,25005,2
10999,25007,2,14214_2,0,10999,2,36006,25007,2
35065,941,2,49838_1,0,35065,2,36006,941,2
34368,1643,2,48946_1,0,34368,2,36011,1643,2
34370,1642,2,48946_2,0,34370,2,36012,1642,2
35105,915,2,49904_1,0,35105,2,36020,915,2
34669,1354,2,49392_1,0,34669,2,36023,1354,2
35089,951,2,49859_1,0,35089,2,36040,951,2
35091,960,2,49859_2,0,35091,2,36051,960,2
35079,1026,2,49855_2,0,35079,2,36105,1026,2
35085,1025,2,49855_1,0,35085,2,36110,1025,2
34669,1423,2,49395_1,0,34701,2,36124,1423,2
35076,1154,2,49853_1,0,35076,2,36230,1154,2
17317,18945,2,24844_2,0,17317,2,36262,18945,2
17316,18947,2,24844_1,0,17316,2,36263,18947,2
36076,195,2,50871_1,0,36076,2,36271,195,2
36076,218,2,50876_1,0,36076,2,36294,218,2
